project_id	size	size_source	size_simpl	size_simpl_source
mm.domus.SE107	unknown	unknown	unknown_sz	unknown
mm.domus.SE109	small	aim_size_designation	small	aim_size_designation
mm.domus.SE110	small	domus	small	domus
mm.domus.SE111	small	domus	small	domus
mm.domus.SE112	small	domus	small	domus
mm.domus.SE113	small	domus	small	domus
mm.domus.SE114	medium	domus	medium	domus
mm.domus.SE115	small	domus	small	domus
mm.domus.SE116	small	domus	small	domus
mm.domus.SE117	tiny	domus	small	domus
mm.domus.SE118	small	ma(fam)	small	ma(fam)
mm.domus.SE119	small	domus	small	domus
mm.domus.SE121	large	visitbritain	large	visitbritain
mm.domus.SE122	small	aim_size_designation	small	aim_size_designation
mm.domus.SE123	very_small	domus	small	domus
mm.domus.SE125	very_small	domus	small	domus
mm.domus.SE126	very_small	domus	small	domus
mm.domus.SE127	medium	domus	medium	domus
mm.domus.SE128	large	domus	large	domus
mm.domus.SE129	medium	domus	medium	domus
mm.domus.SE130	large	domus	large	domus
mm.domus.SE131	medium	domus	medium	domus
mm.domus.SE132	tiny	domus	small	domus
mm.domus.SE133	small	domus	small	domus
mm.domus.SE134	small	domus	small	domus
mm.domus.SE135	very_small	domus	small	domus
mm.domus.SE136	small	domus	small	domus
mm.domus.SE137	very_small	domus	small	domus
mm.domus.SE138	very_small	domus	small	domus
mm.domus.SE139	very_small	domus	small	domus
mm.domus.SE140	very_large	domus	large	domus
mm.domus.SE141	tiny	domus	small	domus
mm.domus.SE142	small	domus	small	domus
mm.domus.SE143	medium	domus	medium	domus
mm.domus.SE146	medium	domus	medium	domus
mm.domus.SE147	medium	domus	medium	domus
mm.domus.SE148	small	domus	small	domus
mm.domus.SE149	small	domus	small	domus
mm.domus.SE150	small	domus	small	domus
mm.domus.SE152	very_small	domus	small	domus
mm.domus.SE153	very_small	domus	small	domus
mm.domus.SE154	very_small	domus	small	domus
mm.domus.SE155	small	domus	small	domus
mm.domus.SE156	small	domus	small	domus
mm.domus.SE157	small	domus	small	domus
mm.domus.SE158	small	domus	small	domus
mm.domus.SE159	small	domus	small	domus
mm.domus.SE160	very_small	domus	small	domus
mm.domus.SE161	small	domus	small	domus
mm.domus.SE162	tiny	domus	small	domus
mm.domus.SE164	small	domus	small	domus
mm.domus.SE165	small	domus	small	domus
mm.domus.SE166	small	domus	small	domus
mm.domus.SE167	very_small	domus	small	domus
mm.domus.SE168	huge	visitbritain	huge	visitbritain
mm.domus.SE169	small	domus	small	domus
mm.domus.SE170	medium	domus	medium	domus
mm.domus.SE171	small	domus	small	domus
mm.domus.SE172	small	domus	small	domus
mm.domus.SE173	very_small	domus	small	domus
mm.domus.SE174	very_small	domus	small	domus
mm.domus.SE175	tiny	domus	small	domus
mm.domus.SE176	very_small	domus	small	domus
mm.domus.SE177	small	domus	small	domus
mm.domus.SE178	small	domus	small	domus
mm.domus.SE179	medium	domus	medium	domus
mm.domus.SE180	large	domus	large	domus
mm.domus.SE181	large	domus	large	domus
mm.domus.SE182	medium	domus	medium	domus
mm.domus.SE183	medium	domus	medium	domus
mm.domus.SE184	small	domus	small	domus
mm.domus.SE185	very_large	domus	large	domus
mm.domus.SE187	small	domus	small	domus
mm.domus.SE188	very_small	domus	small	domus
mm.domus.SE189	tiny	domus	small	domus
mm.domus.SE190	very_small	domus	small	domus
mm.domus.SE191	large	babbidge_ewles_&_smith._2006.	large	babbidge_ewles_&_smith._2006.
mm.domus.SE192	small	domus	small	domus
mm.domus.SE193	very_small	domus	small	domus
mm.domus.SE194	tiny	domus	small	domus
mm.domus.SE195	medium	domus	medium	domus
mm.domus.SE196	small	domus	small	domus
mm.domus.SE197	small	domus	small	domus
mm.domus.SE198	tiny	domus	small	domus
mm.domus.SE199	tiny	domus	small	domus
mm.domus.SE200	medium	babbidge_ewles_&_smith._2006.	medium	babbidge_ewles_&_smith._2006.
mm.domus.SE201	tiny	domus	small	domus
mm.domus.SE202	medium	domus	medium	domus
mm.domus.SE204	large	domus	large	domus
mm.domus.SE205	very_large	visitbritain	large	visitbritain
mm.domus.SE208	unknown	unknown	unknown_sz	unknown
mm.domus.SE209	medium	domus	medium	domus
mm.domus.SE210	medium	domus	medium	domus
mm.domus.SE211	very_large	domus	large	domus
mm.domus.SE212	small	domus	small	domus
mm.domus.SE213	very_large	domus	large	domus
mm.domus.SE214	very_large	visitbritain	large	visitbritain
mm.domus.SE215	small	visitbritain	small	visitbritain
mm.domus.SE216	very_large	domus	large	domus
mm.domus.SE218	large	domus	large	domus
mm.domus.SE219	medium	domus	medium	domus
mm.domus.SE220	medium	domus	medium	domus
mm.domus.SE221	small	domus	small	domus
mm.domus.SE222	medium	domus	medium	domus
mm.domus.SE224	large	domus	large	domus
mm.domus.SE225	very_small	domus	small	domus
mm.domus.SE226	small	domus	small	domus
mm.domus.SE227	small	domus	small	domus
mm.domus.SE228	very_small	domus	small	domus
mm.domus.SE229	very_large	domus	large	domus
mm.domus.SE230	small	domus	small	domus
mm.domus.SE231	medium	domus	medium	domus
mm.domus.SE232	small	domus	small	domus
mm.domus.SE233	unknown	unknown	unknown_sz	unknown
mm.domus.SE234	medium	domus	medium	domus
mm.domus.SE235	small	domus	small	domus
mm.domus.SE236	medium	domus	medium	domus
mm.domus.SE237	large	domus	large	domus
mm.domus.SE240	very_small	domus	small	domus
mm.domus.SE241	large	domus	large	domus
mm.domus.SE242	very_small	domus	small	domus
mm.domus.SE243	small	domus	small	domus
mm.domus.SE245	small	domus	small	domus
mm.domus.SE246	small	domus	small	domus
mm.domus.SE247	medium	domus	medium	domus
mm.domus.SE248	very_small	domus	small	domus
mm.domus.SE249	very_small	visitbritain	small	visitbritain
mm.domus.SE250	small	domus	small	domus
mm.domus.SE251	medium	visitbritain	medium	visitbritain
mm.domus.SE252	very_small	domus	small	domus
mm.domus.SE253	very_small	domus	small	domus
mm.domus.SE254	medium	domus	medium	domus
mm.domus.SE255	small	domus	small	domus
mm.domus.SE256	medium	domus	medium	domus
mm.domus.SE257	large	domus	large	domus
mm.domus.SE258	very_small	domus	small	domus
mm.domus.SE259	large	domus	large	domus
mm.domus.SE260	small	domus	small	domus
mm.domus.SE261	small	domus	small	domus
mm.domus.SE263	small	domus	small	domus
mm.domus.SE264	small	domus	small	domus
mm.domus.SE265	medium	domus	medium	domus
mm.domus.SE267	small	domus	small	domus
mm.domus.SE268	small	domus	small	domus
mm.domus.SE269	very_small	domus	small	domus
mm.domus.SE270	very_small	domus	small	domus
mm.domus.SE271	medium	domus	medium	domus
mm.domus.SE272	small	domus	small	domus
mm.domus.SE273	small	domus	small	domus
mm.domus.SE274	small	domus	small	domus
mm.domus.SE275	medium	domus	medium	domus
mm.domus.SE276	small	domus	small	domus
mm.domus.SE277	medium	domus	medium	domus
mm.domus.SE278	medium	domus	medium	domus
mm.domus.SE279	large	domus	large	domus
mm.domus.SE281	small	domus	small	domus
mm.domus.SE282	small	babbidge_ewles_&_smith._2006.	small	babbidge_ewles_&_smith._2006.
mm.domus.SE284	large	domus	large	domus
mm.domus.SE285	large	domus	large	domus
mm.domus.SE286	medium	domus	medium	domus
mm.domus.SE287	very_small	domus	small	domus
mm.domus.SE288	very_small	domus	small	domus
mm.domus.SE289	small	domus	small	domus
mm.domus.SE290	medium	domus	medium	domus
mm.domus.SE291	medium	domus	medium	domus
mm.domus.SE292	tiny	domus	small	domus
mm.domus.SE293	very_small	domus	small	domus
mm.domus.SE294	very_small	domus	small	domus
mm.domus.SE295	medium	domus	medium	domus
mm.domus.SE296	very_small	domus	small	domus
mm.domus.SE297	large	visitbritain	large	visitbritain
mm.domus.SE298	medium	domus	medium	domus
mm.domus.SE299	small	domus	small	domus
mm.domus.SE300	medium	domus	medium	domus
mm.domus.SE301	very_small	domus	small	domus
mm.domus.SE302	medium	domus	medium	domus
mm.domus.SE303	small	domus	small	domus
mm.domus.SE304	large	domus	large	domus
mm.domus.SE305	large	domus	large	domus
mm.domus.SE306	tiny	domus	small	domus
mm.domus.SE307	medium	domus	medium	domus
mm.domus.SE308	large	domus	large	domus
mm.domus.SE309	very_large	domus	large	domus
mm.domus.SE310	small	domus	small	domus
mm.domus.SE311	medium	domus	medium	domus
mm.domus.SE312	very_large	domus	large	domus
mm.domus.SE315	large	domus	large	domus
mm.domus.SE316	small	domus	small	domus
mm.domus.SE317	tiny	domus	small	domus
mm.domus.SE318	medium	domus	medium	domus
mm.domus.SE319	small	domus	small	domus
mm.domus.SE320	very_large	domus	large	domus
mm.domus.SE321	large	domus	large	domus
mm.domus.SE322	medium	domus	medium	domus
mm.domus.SE323	very_small	visitbritain	small	visitbritain
mm.domus.SE324	small	domus	small	domus
mm.domus.SE326	small	domus	small	domus
mm.domus.SE327	small	domus	small	domus
mm.domus.SE328	very_small	domus	small	domus
mm.domus.SE329	very_small	domus	small	domus
mm.domus.SE330	large	domus	large	domus
mm.domus.SE331	small	domus	small	domus
mm.domus.SE332	small	domus	small	domus
mm.domus.SE333	large	domus	large	domus
mm.domus.SE334	small	domus	small	domus
mm.domus.SE335	very_small	domus	small	domus
mm.domus.SE336	very_small	visitbritain	small	visitbritain
mm.domus.SE337	very_large	domus	large	domus
mm.domus.SE338	tiny	domus	small	domus
mm.domus.SE339	large	domus	large	domus
mm.domus.SE340	small	domus	small	domus
mm.domus.SE341	small	domus	small	domus
mm.domus.SE343	medium	domus	medium	domus
mm.domus.SE345	small	domus	small	domus
mm.domus.SE346	medium	visitbritain	medium	visitbritain
mm.domus.SE347	small	domus	small	domus
mm.domus.SE348	small	domus	small	domus
mm.domus.SE349	small	visitbritain	small	visitbritain
mm.domus.SE350	large	domus	large	domus
mm.domus.SE351	very_large	domus	large	domus
mm.domus.SE352	tiny	domus	small	domus
mm.domus.SE353	small	domus	small	domus
mm.domus.SE354	small	domus	small	domus
mm.domus.SE356	very_large	domus	large	domus
mm.domus.SE357	small	domus	small	domus
mm.domus.SE358	medium	domus	medium	domus
mm.domus.SE359	small	domus	small	domus
mm.domus.SE360	small	domus	small	domus
mm.domus.SE361	tiny	domus	small	domus
mm.domus.SE362	very_small	domus	small	domus
mm.domus.SE363	very_small	domus	small	domus
mm.domus.SE364	large	domus	large	domus
mm.domus.SE365	medium	domus	medium	domus
mm.domus.SE366	very_small	domus	small	domus
mm.domus.SE367	very_small	domus	small	domus
mm.domus.SE368	medium	domus	medium	domus
mm.domus.SE369	tiny	domus	small	domus
mm.domus.SE370	small	domus	small	domus
mm.domus.SE371	tiny	domus	small	domus
mm.domus.SE372	very_small	domus	small	domus
mm.domus.SE373	medium	domus	medium	domus
mm.domus.SE374	medium	domus	medium	domus
mm.domus.SE375	very_large	visitbritain	large	visitbritain
mm.domus.SE376	tiny	domus	small	domus
mm.domus.SE377	large	visitbritain	large	visitbritain
mm.domus.SE378	medium	domus	medium	domus
mm.domus.SE379	large	domus	large	domus
mm.domus.SE380	small	domus	small	domus
mm.domus.SE381	medium	domus	medium	domus
mm.domus.SE382	small	domus	small	domus
mm.domus.SE383	very_large	visitbritain	large	visitbritain
mm.domus.SE384	tiny	domus	small	domus
mm.domus.SE386	small	domus	small	domus
mm.domus.SE387	medium	domus	medium	domus
mm.domus.SE388	very_large	visitbritain	large	visitbritain
mm.domus.SE389	very_small	domus	small	domus
mm.domus.SE390	medium	domus	medium	domus
mm.domus.SE391	small	domus	small	domus
mm.domus.SE392	very_large	domus	large	domus
mm.domus.SE393	very_large	visitbritain	large	visitbritain
mm.domus.SE394	large	domus	large	domus
mm.domus.SE395	very_small	domus	small	domus
mm.domus.SE396	medium	domus	medium	domus
mm.domus.SE397	small	domus	small	domus
mm.domus.SE398	very_small	domus	small	domus
mm.domus.SE399	tiny	domus	small	domus
mm.domus.SE400	small	domus	small	domus
mm.domus.SE402	tiny	domus	small	domus
mm.domus.SE403	very_small	domus	small	domus
mm.domus.SE404	medium	domus	medium	domus
mm.domus.SE405	very_large	domus	large	domus
mm.domus.SE406	very_small	domus	small	domus
mm.domus.SE407	very_small	domus	small	domus
mm.domus.SE408	small	domus	small	domus
mm.domus.SE409	very_small	domus	small	domus
mm.domus.SE410	very_small	domus	small	domus
mm.domus.SE411	large	domus	large	domus
mm.domus.SE412	small	domus	small	domus
mm.domus.SE413	tiny	visitbritain	small	visitbritain
mm.domus.SE414	medium	domus	medium	domus
mm.domus.SE415	large	domus	large	domus
mm.domus.SE416	small	domus	small	domus
mm.domus.SE417	medium	domus	medium	domus
mm.domus.SE418	very_small	domus	small	domus
mm.domus.SE419	small	domus	small	domus
mm.domus.SE420	small	domus	small	domus
mm.domus.SE421	medium	domus	medium	domus
mm.domus.SE422	very_small	domus	small	domus
mm.domus.SE423	very_small	visitbritain	small	visitbritain
mm.domus.SE424	small	domus	small	domus
mm.domus.SE425	very_small	domus	small	domus
mm.domus.SE426	medium	domus	medium	domus
mm.domus.SE427	medium	domus	medium	domus
mm.domus.SE428	very_small	domus	small	domus
mm.domus.SE429	tiny	domus	small	domus
mm.domus.SE430	small	domus	small	domus
mm.domus.SE431	small	domus	small	domus
mm.domus.SE432	tiny	domus	small	domus
mm.domus.SE434	tiny	domus	small	domus
mm.domus.SE435	very_small	domus	small	domus
mm.domus.SE436	small	domus	small	domus
mm.domus.SE437	large	domus	large	domus
mm.domus.SE438	medium	domus	medium	domus
mm.domus.SE439	small	domus	small	domus
mm.domus.SE440	tiny	domus	small	domus
mm.domus.SE441	very_large	domus	large	domus
mm.domus.SE442	medium	domus	medium	domus
mm.domus.SE444	huge	domus	huge	domus
mm.domus.SE445	small	domus	small	domus
mm.domus.SE446	large	domus	large	domus
mm.domus.SE447	medium	domus	medium	domus
mm.domus.SE448	unknown	unknown	unknown_sz	unknown
mm.domus.SE449	medium	domus	medium	domus
mm.domus.SE451	medium	domus	medium	domus
mm.domus.SE452	medium	domus	medium	domus
mm.domus.SE453	medium	domus	medium	domus
mm.domus.SE454	very_small	domus	small	domus
mm.domus.SE455	very_small	domus	small	domus
mm.domus.SE456	medium	domus	medium	domus
mm.domus.SE457	small	domus	small	domus
mm.domus.SE458	small	domus	small	domus
mm.domus.SE459	very_small	domus	small	domus
mm.domus.SE460	very_small	domus	small	domus
mm.domus.SE461	medium	domus	medium	domus
mm.domus.SE462	medium	domus	medium	domus
mm.domus.SE463	very_small	domus	small	domus
mm.domus.SE464	tiny	domus	small	domus
mm.domus.SE466	small	domus	small	domus
mm.domus.SE467	very_small	domus	small	domus
mm.domus.SE468	very_small	domus	small	domus
mm.domus.SE469	very_small	domus	small	domus
mm.domus.SE470	large	domus	large	domus
mm.domus.SE471	very_large	domus	large	domus
mm.domus.SE472	small	visitbritain	small	visitbritain
mm.domus.SE473	small	visitbritain	small	visitbritain
mm.domus.SE474	small	visitbritain	small	visitbritain
mm.domus.SE475	very_large	domus	large	domus
mm.domus.SE478	very_large	domus	large	domus
mm.domus.SE480	very_small	domus	small	domus
mm.domus.SE481	tiny	domus	small	domus
mm.domus.SE482	small	domus	small	domus
mm.domus.SE483	small	domus	small	domus
mm.domus.SE484	tiny	domus	small	domus
mm.domus.SE485	large	domus	large	domus
mm.domus.SE486	medium	domus	medium	domus
mm.domus.SE488	small	domus	small	domus
mm.domus.SE489	tiny	domus	small	domus
mm.domus.SE490	very_large	domus	large	domus
mm.domus.SE491	medium	domus	medium	domus
mm.domus.SE492	small	domus	small	domus
mm.domus.SE493	very_small	domus	small	domus
mm.domus.SE494	tiny	domus	small	domus
mm.domus.SE495	very_small	domus	small	domus
mm.domus.SE496	tiny	domus	small	domus
mm.domus.SE498	medium	visitbritain	medium	visitbritain
mm.domus.SE499	large	domus	large	domus
mm.domus.SE500	very_large	visitbritain	large	visitbritain
mm.domus.SE501	large	visitbritain	large	visitbritain
mm.domus.SE503	very_small	domus	small	domus
mm.domus.SE504	very_small	domus	small	domus
mm.domus.SE505	small	domus	small	domus
mm.domus.SE506	small	domus	small	domus
mm.domus.SE507	huge	visitbritain	huge	visitbritain
mm.domus.SE508	small	visitbritain	small	visitbritain
mm.domus.SE509	unknown	unknown	unknown_sz	unknown
mm.domus.SE510	unknown	unknown	unknown_sz	unknown
mm.domus.SE511	very_large	visitbritain	large	visitbritain
mm.domus.SE513	small	domus	small	domus
mm.domus.SE514	large	visitbritain	large	visitbritain
mm.domus.SE515	small	domus	small	domus
mm.domus.SE516	medium	domus	medium	domus
mm.domus.SE517	medium	visitbritain	medium	visitbritain
mm.domus.SE518	large	visitbritain	large	visitbritain
mm.domus.SE519	small	visitbritain	small	visitbritain
mm.domus.SE520	small	domus	small	domus
mm.domus.SE521	small	domus	small	domus
mm.domus.SE522	large	visitbritain	large	visitbritain
mm.domus.SE523	small	visitbritain	small	visitbritain
mm.domus.SE524	very_small	domus	small	domus
mm.domus.SE525	medium	visitbritain	medium	visitbritain
mm.domus.SE526	medium	domus	medium	domus
mm.domus.SE527	large	visitbritain	large	visitbritain
mm.domus.SE528	very_large	visitbritain	large	visitbritain
mm.domus.SE529	small	domus	small	domus
mm.domus.SE530	small	visitbritain	small	visitbritain
mm.domus.SE531	very_large	visitbritain	large	visitbritain
mm.domus.SE532	very_large	visitbritain	large	visitbritain
mm.domus.SE533	very_large	visitbritain	large	visitbritain
mm.domus.SE534	very_small	visitbritain	small	visitbritain
mm.domus.SE535	small	visitbritain	small	visitbritain
mm.domus.SE536	very_large	domus	large	domus
mm.domus.SE537	medium	visitbritain	medium	visitbritain
