project_id	size_simpl	size_simpl_source
mm.wiki.298	small	mm_prediction_random_forest
mm.wiki.299	small	mm_prediction_random_forest
mm.wiki.300	small	mm_manual_estimate_2018
mm.wiki.301	small	mm_prediction_random_forest
mm.wiki.302	small	mm_manual_estimate_2018
mm.wiki.303	small	mm_prediction_random_forest
mm.wiki.304	small	visitbritain
mm.wiki.305	small	mm_manual_estimate_2018
mm.wiki.306	medium	visitbritain
mm.wiki.307	small	mm_prediction_random_forest
mm.wiki.308	medium	visitbritain
mm.wiki.309	small	mm_prediction_random_forest
mm.wiki.310	small	mm_prediction_random_forest
mm.wiki.311	small	mm_prediction_random_forest
mm.wiki.312	small	mm_manual_estimate_2018
mm.wiki.313	unknown_sz	mm_manual_estimate_2018
mm.wiki.314	small	mm_prediction_random_forest
mm.wiki.315	small	mm_prediction_random_forest
mm.wiki.316	small	mm_prediction_random_forest
mm.wiki.320	small	mm_prediction_random_forest
mm.wiki.322	small	mm_prediction_random_forest
mm.wiki.323	small	mm_prediction_random_forest
mm.wiki.324	small	mm_prediction_random_forest
mm.wiki.325	small	mm_prediction_random_forest
mm.wiki.326	large	ma(fam)
mm.wiki.327	small	mm_prediction_random_forest
mm.wiki.328	small	mm_manual_estimate_2018
mm.wiki.329	small	mm_prediction_random_forest
mm.wiki.330	small	mm_prediction_random_forest
mm.wiki.331	small	mm_prediction_random_forest
mm.wiki.332	small	visitbritain
mm.wiki.333	small	mm_prediction_random_forest
mm.wiki.334	small	ma(fam)
mm.wiki.335	small	mm_manual_estimate_2018
mm.wiki.336	small	mm_prediction_random_forest
mm.wiki.337	small	mm_prediction_random_forest
mm.wiki.340	small	mm_prediction_random_forest
mm.wiki.341	small	mm_prediction_random_forest
mm.wiki.342	small	mm_prediction_random_forest
mm.wiki.343	small	mm_prediction_random_forest
mm.wiki.344	small	mm_prediction_random_forest
mm.wiki.345	small	mm_prediction_random_forest
mm.wiki.347	small	mm_prediction_random_forest
mm.wiki.348	small	visitbritain
mm.wiki.350	small	mm_prediction_random_forest
mm.wiki.351	small	mm_prediction_random_forest
mm.wiki.352	small	mm_prediction_random_forest
mm.wiki.353	small	mm_prediction_random_forest
mm.wiki.354	small	mm_prediction_random_forest
mm.wiki.355	small	mm_prediction_random_forest
mm.wiki.356	small	mm_prediction_random_forest
mm.wiki.357	small	mm_prediction_random_forest
mm.wiki.358	small	mm_prediction_random_forest
mm.wiki.359	small	mm_prediction_random_forest
mm.wiki.360	small	mm_prediction_random_forest
mm.wiki.361	small	mm_prediction_random_forest
mm.wiki.362	small	mm_prediction_random_forest
mm.wiki.363	small	mm_prediction_random_forest
mm.wiki.364	small	visitbritain
mm.wiki.365	small	mm_prediction_random_forest
mm.wiki.366	small	mm_prediction_random_forest
mm.wiki.367	small	mm_prediction_random_forest
mm.wiki.368	small	mm_prediction_random_forest
mm.wiki.371	small	mm_prediction_random_forest
mm.wiki.372	medium	ma(fam)
mm.wiki.373	small	ma(fam)
mm.wiki.374	small	mm_prediction_random_forest
mm.wiki.375	small	mm_prediction_random_forest
mm.wiki.376	small	mm_prediction_random_forest
mm.wiki.377	small	mm_prediction_random_forest
mm.wiki.378	small	mm_prediction_random_forest
mm.wiki.379	small	mm_prediction_random_forest
mm.wiki.380	small	mm_prediction_random_forest
mm.wiki.381	small	mm_prediction_random_forest
mm.wiki.382	small	mm_prediction_random_forest
mm.wiki.383	small	mm_prediction_random_forest
mm.wiki.384	small	mm_prediction_random_forest
mm.wiki.385	small	visitbritain
mm.wiki.386	small	mm_prediction_random_forest
mm.wiki.387	small	mm_prediction_random_forest
mm.wiki.388	small	mm_manual_estimate_2018
mm.wiki.389	small	mm_prediction_random_forest
mm.wiki.390	small	mm_prediction_random_forest
mm.wiki.391	small	mm_prediction_random_forest
mm.wiki.392	small	mm_prediction_random_forest
mm.wiki.393	small	mm_prediction_random_forest
mm.wiki.394	small	mm_prediction_random_forest
mm.wiki.395	small	mm_prediction_random_forest
mm.wiki.396	small	visitbritain
mm.wiki.397	small	visitbritain
mm.wiki.398	small	mm_prediction_random_forest
mm.wiki.399	small	mm_prediction_random_forest
mm.wiki.400	small	mm_prediction_random_forest
mm.wiki.401	small	mm_prediction_random_forest
mm.wiki.402	small	mm_prediction_random_forest
mm.wiki.404	small	mm_prediction_random_forest
mm.wiki.405	small	mm_prediction_random_forest
mm.wiki.407	small	mm_prediction_random_forest
mm.wiki.409	small	mm_prediction_random_forest
mm.wiki.411	small	mm_prediction_random_forest
mm.wiki.412	small	mm_prediction_random_forest
mm.wiki.413	small	mm_prediction_random_forest
mm.wiki.414	small	mm_prediction_random_forest
mm.wiki.415	small	mm_prediction_random_forest
mm.wiki.416	small	mm_prediction_random_forest
mm.wiki.417	small	mm_prediction_random_forest
mm.wiki.418	small	mm_prediction_random_forest
mm.wiki.419	small	mm_prediction_random_forest
mm.wiki.420	small	mm_prediction_random_forest
mm.wiki.421	small	mm_prediction_random_forest
mm.wiki.422	small	mm_prediction_random_forest
mm.wiki.423	small	mm_prediction_random_forest
mm.wiki.424	small	mm_prediction_random_forest
mm.wiki.426	small	mm_prediction_random_forest
mm.wiki.427	small	mm_prediction_random_forest
mm.wiki.428	small	ma(fam)
mm.wiki.429	small	mm_prediction_random_forest
mm.wiki.430	small	mm_prediction_random_forest
mm.wiki.431	small	mm_prediction_random_forest
mm.wiki.432	small	mm_prediction_random_forest
mm.wiki.434	small	mm_prediction_random_forest
mm.wiki.435	medium	ma(fam)
mm.wiki.436	small	mm_prediction_random_forest
mm.wiki.437	small	mm_prediction_random_forest
mm.wiki.438	small	mm_prediction_random_forest
mm.wiki.439	small	mm_prediction_random_forest
mm.wiki.440	small	mm_prediction_random_forest
mm.wiki.441	small	mm_prediction_random_forest
mm.wiki.444	small	mm_prediction_random_forest
mm.wiki.446	small	mm_prediction_random_forest
mm.wiki.447	small	mm_prediction_random_forest
mm.wiki.448	small	mm_prediction_random_forest
mm.wiki.449	small	mm_manual_estimate_2018
mm.wiki.451	small	mm_prediction_random_forest
mm.wiki.452	small	mm_prediction_random_forest
mm.wiki.454	small	mm_prediction_random_forest
mm.wiki.455	small	mm_prediction_random_forest
mm.wiki.456	small	mm_prediction_random_forest
mm.wiki.457	small	mm_prediction_random_forest
mm.wiki.458	small	mm_prediction_random_forest
mm.wiki.459	small	mm_prediction_random_forest
mm.wiki.460	small	mm_prediction_random_forest
mm.wiki.461	small	mm_prediction_random_forest
mm.wiki.462	small	mm_prediction_random_forest
mm.wiki.464	small	mm_prediction_random_forest
mm.wiki.466	small	mm_prediction_random_forest
mm.wiki.467	small	mm_prediction_random_forest
mm.wiki.468	small	scottish_national_audit
mm.wiki.470	small	mm_prediction_random_forest
mm.wiki.471	small	mm_prediction_random_forest
mm.wiki.472	large	scottish_national_audit
mm.wiki.474	small	mm_prediction_random_forest
mm.wiki.475	small	mm_prediction_random_forest
mm.wiki.476	small	mm_prediction_random_forest
mm.wiki.477	small	mm_prediction_random_forest
mm.wiki.478	small	mm_prediction_random_forest
mm.wiki.479	small	mm_prediction_random_forest
mm.wiki.480	small	mm_prediction_random_forest
mm.wiki.481	small	mm_prediction_random_forest
mm.wiki.483	small	mm_prediction_random_forest
mm.wiki.484	small	mm_prediction_random_forest
mm.wiki.485	small	scottish_national_audit
mm.wiki.486	small	mm_prediction_random_forest
mm.wiki.487	small	scottish_national_audit
mm.wiki.488	small	ma(fam)
mm.wiki.489	small	mm_prediction_random_forest
mm.wiki.490	small	mm_prediction_random_forest
mm.wiki.491	small	scottish_national_audit
mm.wiki.494	small	mm_prediction_random_forest
mm.wiki.495	small	mm_prediction_random_forest
mm.wiki.496	small	mm_prediction_random_forest
mm.wiki.497	small	mm_prediction_random_forest
mm.wiki.498	small	mm_prediction_random_forest
mm.wiki.499	small	mm_prediction_random_forest
mm.wiki.500	small	mm_prediction_random_forest
mm.wiki.501	small	mm_prediction_random_forest
mm.wiki.502	small	mm_prediction_random_forest
mm.wiki.503	small	mm_prediction_random_forest
mm.wiki.504	small	ma(fam)
mm.wiki.505	small	mm_prediction_random_forest
